source,structure,structure_type,layer_id,layer_weight,layer_number,layer_minimum_thickness_mm,layer_load_bearing_thickness_mm,layer_tag,structure_material,layer_notes
Default_2010,DH_R_timber,roof,1177,1,5,0,,exterior finish,none,roofing
Default_2010,DH_R_timber,roof,1178,1,-1,0.2,,air barrier,polyethylene plastic film,
Default_2010,DH_R_timber,roof,1179,0.25,-2,20,,furring,wood,20x100 k 400 estimated
Default_2010,DH_R_timber,roof,1180,0.75,-2,20,,ventilation space,ventilation space,
Default_2010,DH_R_timber,roof,1181,1,-3,0,,interior finish,none,
Default_2010,DH_PW_timber,partition_wall,1182,0.075,0,95,95,load-bearing structure,wood,45x95 k 600
Default_2010,DH_PW_timber,partition_wall,1183,0.925,0,95,95,soundproofing,mineral wool,
Default_2010,DH_PW_timber,partition_wall,1184,1,1,24,,construction board,plasterboard,double construction boards
Default_2010,DH_PW_timber,partition_wall,1185,1,2,0,,exterior finish,none,
Default_2010,DH_PW_timber,partition_wall,1186,1,-1,24,,construction board,plasterboard,double construction boards
Default_2010,DH_PW_timber,partition_wall,1187,1,-2,0,,interior finish,none,
Default_2010,DH_EW_timber,exterior_wall,1188,0.08333333333333333,0,175,175,load-bearing structure,wood,50x175 k 600 estimated
Default_2010,DH_EW_timber,exterior_wall,1189,0.9166666666666666,0,175,175,thermal insulation,mineral wool,
Default_2010,DH_EW_timber,exterior_wall,1190,0.08333333333333333,1,50,,furring,wood,50x50 k 600 estimated
Default_2010,DH_EW_timber,exterior_wall,1191,0.9166666666666666,1,50,,thermal insulation,mineral wool,
Default_2010,DH_EW_timber,exterior_wall,1192,1,2,12,,windproofing,wood fibre board,
Default_2010,DH_EW_timber,exterior_wall,1193,0.20833333333333334,3,19,,furring,wood,19x125 k 600 furring estimated
Default_2010,DH_EW_timber,exterior_wall,1194,0.7916666666666666,3,19,,ventilation space,ventilation space,
Default_2010,DH_EW_timber,exterior_wall,1195,1,4,19,,exterior finish,wood,19x100 boarding
Default_2010,DH_EW_timber,exterior_wall,1196,1,-1,0.2,,air barrier,polyethylene plastic film,
Default_2010,DH_EW_timber,exterior_wall,1197,1,-2,13,,construction board,chipboard,
Default_2010,DH_EW_timber,exterior_wall,1198,1,-3,0,,interior finish,none,
Default_2010,DH_BF_concrete,base_floor,1199,1,0,100,,thermal insulation,expanded polystyrene,
Default_2010,DH_BF_concrete,base_floor,1200,1,1,0.2,,filter,polyethylene plastic film,
Default_2010,DH_BF_concrete,base_floor,1201,1,2,800,,french drain layer,gravel,
Default_2010,DH_BF_concrete,base_floor,1202,1,3,0,,ground,none,
Default_2010,DH_BF_concrete,base_floor,1203,1,-1,50,,load-bearing structure,reinforced concrete,
Default_2010,DH_BF_concrete,base_floor,1204,1,-2,0,,interior finish,none,
Default_2010,AB_SF_concrete_b,separating_floor,1205,1,0,265,,load-bearing structure,hollow-core concrete,
Default_2010,AB_SF_concrete_b,separating_floor,1206,1,1,0,,exterior finish,none,
Default_2010,AB_SF_concrete_b,separating_floor,1207,1,-1,0,,interior finish,none,
Default_2010,AB_SF_concrete,separating_floor,1208,1,0,190,,load-bearing structure,reinforced concrete,
Default_2010,AB_SF_concrete,separating_floor,1209,1,1,0,,exterior finish,none,
Default_2010,AB_SF_concrete,separating_floor,1210,1,-1,0,,interior finish,none,
Default_2010,AB_R_concrete_b,roof,1211,1,0,400,,thermal insulation,mineral wool,
Default_2010,AB_R_concrete_b,roof,1212,0.125,1,200,,roof supports,wood,75x200 k 600 estimated
Default_2010,AB_R_concrete_b,roof,1213,0.875,1,200,,ventilation space,ventilation space,
Default_2010,AB_R_concrete_b,roof,1214,1,2,22,,boarding,wood,
Default_2010,AB_R_concrete_b,roof,1215,1,3,0,,exterior finish,none,
Default_2010,AB_R_concrete_b,roof,1216,1,-1,265,,load-bearing structure,hollow-core concrete,
Default_2010,AB_R_concrete_b,roof,1217,1,-2,0,,interior finish,none,
Default_2010,AB_R_concrete,roof,1218,1,0,400,,thermal insulation,mineral wool,
Default_2010,AB_R_concrete,roof,1219,1,1,100,,ventilation space,ventilation space,
Default_2010,AB_R_concrete,roof,1220,0.125,2,200,,roof supports,wood,75x200 k 600 estimated
Default_2010,AB_R_concrete,roof,1221,0.875,2,200,,ventilation space,ventilation space,
Default_2010,AB_R_concrete,roof,1222,1,3,0.2,,air barrier,polyethylene plastic film,
Default_2010,AB_R_concrete,roof,1223,0.25,4,22,,furring,wood,22x100 k 400 estimated
Default_2010,AB_R_concrete,roof,1224,0.75,4,22,,ventilation space,ventilation space,
Default_2010,AB_R_concrete,roof,1225,1,5,0,,exterior finish,none,
Default_2010,AB_R_concrete,roof,1226,1,-1,190,,load-bearing structure,reinforced concrete,
Default_2010,AB_R_concrete,roof,1227,1,-2,0,,interior finish,none,
Default_2010,AB_PW_concrete,partition_wall,1228,1,0,70,160,load-bearing structure,reinforced concrete,
Default_2010,AB_PW_concrete,partition_wall,1229,1,1,0,,exterior finish,none,
Default_2010,AB_PW_concrete,partition_wall,1230,1,-1,0,,interior finish,none,
Default_2010,AB_EW_concrete,exterior_wall,1231,1,0,200,,thermal insulation,mineral wool,
Default_2010,AB_EW_concrete,exterior_wall,1232,1,1,60,,exterior finish,reinforced concrete,
Default_2010,AB_EW_concrete,exterior_wall,1233,1,-1,70,160,load-bearing structure,reinforced concrete,
Default_2010,AB_EW_concrete,exterior_wall,1234,1,-2,0,,interior finish,none,
Default_2010,AB_BF_concrete_b,base_floor,1235,1,0,75,,thermal insulation,expanded polystyrene,
Default_2010,AB_BF_concrete_b,base_floor,1236,1,1,0.2,,air barrier,polyethylene plastic film,
Default_2010,AB_BF_concrete_b,base_floor,1237,1,2,400,,french drain layer,gravel,
Default_2010,AB_BF_concrete_b,base_floor,1238,1,3,0,,ground,none,
Default_2010,AB_BF_concrete_b,base_floor,1239,1,-1,120,,load-bearing structure,reinforced concrete,
Default_2010,AB_BF_concrete_b,base_floor,1240,1,-2,0,,interior finish,none,
Default_2010,AB_BF_concrete,base_floor,1241,1,0,75,,thermal insulation,expanded polystyrene,
Default_2010,AB_BF_concrete,base_floor,1242,1,1,400,,french drain layer,gravel,
Default_2010,AB_BF_concrete,base_floor,1243,1,2,0,,ground,none,
Default_2010,AB_BF_concrete,base_floor,1244,1,-1,0.2,,filter,polyethylene plastic film,
Default_2010,AB_BF_concrete,base_floor,1245,1,-2,70,,load-bearing structure,reinforced concrete,
Default_2010,AB_BF_concrete,base_floor,1246,1,-3,0,,interior finish,none,
Default_2012,TH_R_timber,roof,1247,0.08333333333333333,0,200,,load-bearing structure,wood,50x200 k 600 timber roof truss estimated
Default_2012,TH_R_timber,roof,1248,0.9166666666666666,0,200,,thermal insulation,mineral wool,
Default_2012,TH_R_timber,roof,1249,1,1,200,,windproofing,mineral wool,
Default_2012,TH_R_timber,roof,1250,1,2,100,,ventilation space,ventilation space,
Default_2012,TH_R_timber,roof,1251,0.08333333333333333,3,200,,roof supports,wood,50x200 k 600 timber roof truss estimated
Default_2012,TH_R_timber,roof,1252,0.9166666666666666,3,200,,ventilation space,ventilation space,
Default_2012,TH_R_timber,roof,1253,1,4,20,,boarding,wood,
Default_2012,TH_R_timber,roof,1254,1,5,0,,exterior finish,none,roofing
Default_2012,TH_R_timber,roof,1255,1,-1,0,,air barrier,paper,
Default_2012,TH_R_timber,roof,1256,0.25,-2,20,,furring,wood,20x100 k 400 estimated
Default_2012,TH_R_timber,roof,1257,0.75,-2,20,,ventilation space,none,
Default_2012,TH_R_timber,roof,1258,1,-3,0,,interior finish,none,
Default_2012,TH_PW_timber,partition_wall,1259,0.08333333333333333,0,70,70,load-bearing structure,wood,50x70 k 600 estimated
Default_2012,TH_PW_timber,partition_wall,1260,0.9166666666666666,0,70,70,soundproofing,mineral wool,
Default_2012,TH_PW_timber,partition_wall,1261,1,1,25,,ventilation space,ventilation space,
Default_2012,TH_PW_timber,partition_wall,1262,0.08333333333333333,2,70,70,load-bearing structure,wood,50x70 k 600 estimated
Default_2012,TH_PW_timber,partition_wall,1263,0.9166666666666666,2,70,70,soundproofing,mineral wool,
Default_2012,TH_PW_timber,partition_wall,1264,1,3,13,,construction board,plasterboard,
Default_2012,TH_PW_timber,partition_wall,1265,1,4,10,,construction board,chipboard,
Default_2012,TH_PW_timber,partition_wall,1266,1,5,0,,exterior finish,none,
Default_2012,TH_PW_timber,partition_wall,1267,1,-1,13,,construction board,plasterboard,
Default_2012,TH_PW_timber,partition_wall,1268,1,-2,10,,construction board,chipboard,
Default_2012,TH_PW_timber,partition_wall,1269,1,-3,0,,interior finish,none,
Default_2012,TH_EW_timber,exterior_wall,1270,0.08333333333333333,0,125,125,load-bearing structure,wood,50x125 k 600
Default_2012,TH_EW_timber,exterior_wall,1271,0.9166666666666666,0,125,125,thermal insulation,mineral wool,
Default_2012,TH_EW_timber,exterior_wall,1272,1,1,12,,windproofing,wood fibre board,
Default_2012,TH_EW_timber,exterior_wall,1273,0.041666666666666664,2,25,,furring,wood,25x25 k 600 furring estimated
Default_2012,TH_EW_timber,exterior_wall,1274,0.9583333333333334,2,25,,ventilation space,ventilation space,
Default_2012,TH_EW_timber,exterior_wall,1275,1,3,20,,exterior finish,wood,20x100 boarding estimated
Default_2012,TH_EW_timber,exterior_wall,1276,0.08333333333333333,-1,100,,furring,wood,50x100 k 600
Default_2012,TH_EW_timber,exterior_wall,1277,0.9166666666666666,-1,100,,thermal insulation,mineral wool,
Default_2012,TH_EW_timber,exterior_wall,1278,1,-2,0,,air barrier,polyethylene plastic film,
Default_2012,TH_EW_timber,exterior_wall,1279,1,-3,12,,construction board,chipboard,
Default_2012,TH_EW_timber,exterior_wall,1280,1,-4,0,,interior finish,none,
Default_2012,TH_BF_concrete,base_floor,1281,1,0,100,,thermal insulation,expanded polystyrene,
Default_2012,TH_BF_concrete,base_floor,1282,1,1,0.2,,filter,polyethylene plastic film,
Default_2012,TH_BF_concrete,base_floor,1283,1,2,800,,french drain layer,gravel,
Default_2012,TH_BF_concrete,base_floor,1284,1,3,0,,ground,none,
Default_2012,TH_BF_concrete,base_floor,1285,1,-1,100,,load-bearing structure,reinforced concrete,
Default_2012,TH_BF_concrete,base_floor,1286,1,-2,0,,interior finish,none,
Default_2012,DH_SF_timber,separating_floor,1287,0.8333333333333334,0,100,,load-bearing structure,wood,50x100 k 600 planks estimated
Default_2012,DH_SF_timber,separating_floor,1288,0.16666666666666663,0,100,,soundproofing,mineral wool,
Default_2012,DH_SF_timber,separating_floor,1289,0.8333333333333334,1,100,,load-bearing structure,wood,50x100 k 600 planks estimated
Default_2012,DH_SF_timber,separating_floor,1290,0.16666666666666663,1,100,,ventilation space,ventilation space,
Default_2012,DH_SF_timber,separating_floor,1291,1,2,12,,construction board,plywood,
Default_2012,DH_SF_timber,separating_floor,1292,1,3,0,,exterior finish,none,
Default_2012,DH_SF_timber,separating_floor,1293,1,-1,12,,construction board,plywood,
Default_2012,DH_SF_timber,separating_floor,1294,1,-2,0,,interior finish,none,
Default_2012,DH_R_timber,roof,1295,0.08333333333333333,0,200,,load-bearing structure,wood,50x200 k 600 timber roof truss estimated
Default_2012,DH_R_timber,roof,1296,0.9166666666666666,0,200,,thermal insulation,mineral wool,
Default_2012,DH_R_timber,roof,1297,1,1,200,,windproofing,mineral wool,
Default_2012,DH_R_timber,roof,1298,1,2,100,,ventilation space,ventilation space,
Default_2012,DH_R_timber,roof,1299,0.08333333333333333,3,200,,roof supports,wood,50x200 k 600 timber roof truss estimated
Default_2012,DH_R_timber,roof,1300,0.9166666666666666,3,200,,ventilation space,ventilation space,
Default_2012,DH_R_timber,roof,1301,0.8333333333333334,4,20,,furring,wood,20x100 k 120 estimated
Default_2012,DH_R_timber,roof,1302,0.16666666666666663,4,20,,ventilation space,ventilation space,
Default_2012,DH_R_timber,roof,1303,1,5,0,,exterior finish,none,roofing
Default_2012,DH_R_timber,roof,1304,1,-1,0.2,,air barrier,polyethylene plastic film,
Default_2012,DH_R_timber,roof,1305,0.25,-2,20,,furring,wood,20x100 k 400 estimated
Default_2012,DH_R_timber,roof,1306,0.75,-2,20,,ventilation space,ventilation space,
Default_2012,DH_R_timber,roof,1307,1,-3,0,,interior finish,none,
Default_2012,DH_PW_timber,partition_wall,1308,0.075,0,95,95,load-bearing structure,wood,45x95 k 600
Default_2012,DH_PW_timber,partition_wall,1309,0.925,0,95,95,soundproofing,mineral wool,
Default_2012,DH_PW_timber,partition_wall,1310,1,1,24,,construction board,plasterboard,double construction boards
Default_2012,DH_PW_timber,partition_wall,1311,1,2,0,,exterior finish,none,
Default_2012,DH_PW_timber,partition_wall,1312,1,-1,24,,construction board,plasterboard,double construction boards
Default_2012,DH_PW_timber,partition_wall,1313,1,-2,0,,interior finish,none,
Default_2012,DH_EW_timber,exterior_wall,1314,0.08333333333333333,0,150,150,load-bearing structure,wood,50x150 k 600 estimated
Default_2012,DH_EW_timber,exterior_wall,1315,0.9166666666666666,0,150,150,thermal insulation,mineral wool,
Default_2012,DH_EW_timber,exterior_wall,1316,0.08333333333333333,1,75,,furring,wood,50x75 k 600 estimated
Default_2012,DH_EW_timber,exterior_wall,1317,0.9166666666666666,1,75,,thermal insulation,mineral wool,
Default_2012,DH_EW_timber,exterior_wall,1318,1,2,12,,windproofing,wood fibre board,
Default_2012,DH_EW_timber,exterior_wall,1319,0.20833333333333334,3,19,,furring,wood,19x125 k 600 furring estimated
Default_2012,DH_EW_timber,exterior_wall,1320,0.7916666666666666,3,19,,ventilation space,ventilation space,
Default_2012,DH_EW_timber,exterior_wall,1321,1,4,19,,exterior finish,wood,19x100 boarding
Default_2012,DH_EW_timber,exterior_wall,1322,1,-1,0.2,,air barrier,polyethylene plastic film,
Default_2012,DH_EW_timber,exterior_wall,1323,1,-2,13,,construction board,chipboard,
Default_2012,DH_EW_timber,exterior_wall,1324,1,-3,0,,interior finish,none,
Default_2012,DH_BF_concrete,base_floor,1325,1,0,100,,thermal insulation,expanded polystyrene,
Default_2012,DH_BF_concrete,base_floor,1326,1,1,0.2,,filter,polyethylene plastic film,
Default_2012,DH_BF_concrete,base_floor,1327,1,2,800,,french drain layer,gravel,
Default_2012,DH_BF_concrete,base_floor,1328,1,3,0,,ground,none,
Default_2012,DH_BF_concrete,base_floor,1329,1,-1,50,,load-bearing structure,reinforced concrete,
Default_2012,DH_BF_concrete,base_floor,1330,1,-2,0,,interior finish,none,
Default_2012,AB_SF_concrete_b,separating_floor,1331,1,0,265,,load-bearing structure,hollow-core concrete,
Default_2012,AB_SF_concrete_b,separating_floor,1332,1,1,0,,exterior finish,none,
Default_2012,AB_SF_concrete_b,separating_floor,1333,1,-1,0,,interior finish,none,
Default_2012,AB_SF_concrete,separating_floor,1334,1,0,190,,load-bearing structure,reinforced concrete,
Default_2012,AB_SF_concrete,separating_floor,1335,1,1,0,,exterior finish,none,
Default_2012,AB_SF_concrete,separating_floor,1336,1,-1,0,,interior finish,none,
Default_2012,AB_R_concrete_b,roof,1337,1,0,400,,thermal insulation,mineral wool,
Default_2012,AB_R_concrete_b,roof,1338,0.125,1,200,,roof supports,wood,75x200 k 600 estimated
Default_2012,AB_R_concrete_b,roof,1339,0.875,1,200,,ventilation space,ventilation space,
Default_2012,AB_R_concrete_b,roof,1340,1,2,22,,boarding,wood,
Default_2012,AB_R_concrete_b,roof,1341,1,3,0,,exterior finish,none,
Default_2012,AB_R_concrete_b,roof,1342,1,-1,265,,load-bearing structure,hollow-core concrete,
Default_2012,AB_R_concrete_b,roof,1343,1,-2,0,,interior finish,none,
Default_2012,AB_R_concrete,roof,1344,1,0,400,,thermal insulation,mineral wool,
Default_2012,AB_R_concrete,roof,1345,1,1,100,,ventilation space,ventilation space,
Default_2012,AB_R_concrete,roof,1346,0.125,2,200,,roof supports,wood,75x200 k 600 estimated
Default_2012,AB_R_concrete,roof,1347,0.875,2,200,,ventilation space,ventilation space,
Default_2012,AB_R_concrete,roof,1348,1,3,0.2,,air barrier,polyethylene plastic film,
Default_2012,AB_R_concrete,roof,1349,0.25,4,22,,furring,wood,22x100 k 400 estimated
Default_2012,AB_R_concrete,roof,1350,0.75,4,22,,ventilation space,ventilation space,
Default_2012,AB_R_concrete,roof,1351,1,5,0,,exterior finish,none,
Default_2012,AB_R_concrete,roof,1352,1,-1,190,,load-bearing structure,reinforced concrete,
Default_2012,AB_R_concrete,roof,1353,1,-2,0,,interior finish,none,
Default_2012,AB_PW_concrete,partition_wall,1354,1,0,70,160,load-bearing structure,reinforced concrete,
Default_2012,AB_PW_concrete,partition_wall,1355,1,1,0,,exterior finish,none,
Default_2012,AB_PW_concrete,partition_wall,1356,1,-1,0,,interior finish,none,
Default_2012,AB_EW_concrete,exterior_wall,1357,1,0,200,,thermal insulation,mineral wool,
Default_2012,AB_EW_concrete,exterior_wall,1358,1,1,60,,exterior finish,reinforced concrete,
Default_2012,AB_EW_concrete,exterior_wall,1359,1,-1,70,160,load-bearing structure,reinforced concrete,
Default_2012,AB_EW_concrete,exterior_wall,1360,1,-2,0,,interior finish,none,
Default_2012,AB_BF_concrete_b,base_floor,1361,1,0,75,,thermal insulation,expanded polystyrene,
Default_2012,AB_BF_concrete_b,base_floor,1362,1,1,0.2,,air barrier,polyethylene plastic film,
Default_2012,AB_BF_concrete_b,base_floor,1363,1,2,400,,french drain layer,gravel,
Default_2012,AB_BF_concrete_b,base_floor,1364,1,3,0,,ground,none,
Default_2012,AB_BF_concrete_b,base_floor,1365,1,-1,120,,load-bearing structure,reinforced concrete,
Default_2012,AB_BF_concrete_b,base_floor,1366,1,-2,0,,interior finish,none,
Default_2012,AB_BF_concrete,base_floor,1367,1,0,75,,thermal insulation,expanded polystyrene,
Default_2012,AB_BF_concrete,base_floor,1368,1,1,400,,french drain layer,gravel,
Default_2012,AB_BF_concrete,base_floor,1369,1,2,0,,ground,none,
Default_2012,AB_BF_concrete,base_floor,1370,1,-1,0.2,,filter,polyethylene plastic film,
Default_2012,AB_BF_concrete,base_floor,1371,1,-2,70,,load-bearing structure,reinforced concrete,
Default_2012,AB_BF_concrete,base_floor,1372,1,-3,0,,interior finish,none,
